,human_symbol,human_ensembl,human_entrez,mouse_symbol,mouse_ensembl,mouse_entrez
16608,KRTAP10-9,ENSG00000221837,386676,Gm7137,ENSMUSG00000095721,634504
16609,KRTAP10-9,ENSG00000221837,386676,Gm7138,ENSMUSG00000095593,102640500
16610,KRTAP10-9,ENSG00000221837,386676,Gm3238,ENSMUSG00000095817,100041261
16611,KRTAP10-9,ENSG00000221837,386676,Gm19668,ENSMUSG00000096380,100503388
16612,KRTAP10-9,ENSG00000221837,386676,Gm9639,ENSMUSG00000096131,675294
16613,KRTAP10-9,ENSG00000221837,386676,Gm10318,ENSMUSG00000071195,622629
16614,KRTAP10-9,ENSG00000221837,386676,Gm9507,ENSMUSG00000094913,670880
16615,KRTAP10-9,ENSG00000221837,386676,Gm10142,ENSMUSG00000094146,100502921
16616,KRTAP10-9,ENSG00000221837,386676,Gm10100,ENSMUSG00000096421,100502953
16617,KRTAP10-9,ENSG00000221837,386676,Krtap12-1,ENSMUSG00000069583,16694
16618,KRTAP10-9,ENSG00000221837,386676,Gm10024,ENSMUSG00000094012,100009614
16619,KRTAP10-9,ENSG00000221837,386676,Gm10272,ENSMUSG00000069584,16697
16620,KRTAP1-3,ENSG00000221880,81850,Krtap1-5,ENSMUSG00000047253,69664
16621,DCDC2B,ENSG00000222046,149069,Dcdc2b,ENSMUSG00000078552,100504491
16622,ANKRD66,ENSG00000230062,100287718,Ankrd66,ENSMUSG00000096140,100043332
16623,DYTN,ENSG00000232125,391475,Dytn,ENSMUSG00000069085,241073
16624,APOC2,ENSG00000234906,344,Apoc2,ENSMUSG00000002992,11813
16625,C2orf74,ENSG00000237651,339804,1700093K21Rik,ENSMUSG00000020286,67358
16626,INMT,ENSG00000241644,11185,Inmt,ENSMUSG00000003477,21743
16627,PEG10,ENSG00000242265,23089,Peg10,ENSMUSG00000092035,170676
16628,CCDC169,ENSG00000242715,728591,Ccdc169,ENSMUSG00000048655,320604
16629,SPATS1,ENSG00000249481,221409,Spats1,ENSMUSG00000023935,71020
16630,SLCO1B3-SLCO1B7,ENSG00000257046,115072896,Slco1b2,ENSMUSG00000030236,28253
16631,UPK3BL1,ENSG00000267368,100134938,Upk3bl,ENSMUSG00000006143,69665
16632,TMEM176A,ENSG00000002933,55365,Tmem176a,ENSMUSG00000023367,66058
16633,SLC22A16,ENSG00000004809,85413,Slc22a16,ENSMUSG00000019834,70840
16634,CD4,ENSG00000010610,920,Cd4,ENSMUSG00000023274,12504
16635,BRCA1,ENSG00000012048,672,Brca1,ENSMUSG00000017146,12189
16636,MAMLD1,ENSG00000013619,10046,Mamld1,ENSMUSG00000059401,333639
16637,BID,ENSG00000015475,637,Bid,ENSMUSG00000004446,12122
16638,ZNF839,ENSG00000022976,55778,Zfp839,ENSMUSG00000021271,72805
16639,IFNGR1,ENSG00000027697,3459,Ifngr1,ENSMUSG00000020009,15979
16640,FAM136A,ENSG00000035141,84908,Fam136a,ENSMUSG00000057497,66488
16641,FAM136A,ENSG00000035141,84908,Fam136a,ENSMUSG00000057497,102632427
16642,HDAC9,ENSG00000048052,9734,Hdac9,ENSMUSG00000004698,79221
16643,EIF2AK2,ENSG00000055332,5610,Eif2ak2,ENSMUSG00000024079,19106
16644,MRPL43,ENSG00000055950,84545,Mrpl43,ENSMUSG00000025208,94067
16645,OGFR,ENSG00000060491,11054,Ogfr,ENSMUSG00000049401,72075
16646,LIMCH1,ENSG00000064042,22998,Limch1,ENSMUSG00000037736,77569
16647,TSPAN32,ENSG00000064201,10077,Tspan32,ENSMUSG00000000244,27027
16648,NEDD4,ENSG00000069869,4734,Nedd4,ENSMUSG00000032216,17999
16649,TCOF1,ENSG00000070814,6949,Tcof1,ENSMUSG00000024613,21453
16650,GTSE1,ENSG00000075218,51512,Gtse1,ENSMUSG00000022385,29870
16651,BCAP29,ENSG00000075790,55973,Bcap29,ENSMUSG00000020650,12033
16652,IL4R,ENSG00000077238,3566,Il4ra,ENSMUSG00000030748,16190
16653,DUSP13,ENSG00000079393,51207,Dusp13,ENSMUSG00000021768,27389
16654,PTPRH,ENSG00000080031,5794,Ptprh,ENSMUSG00000035429,545902
16655,ZNF446,ENSG00000083838,55663,Zfp446,ENSMUSG00000033961,269870
16656,CEACAM6,ENSG00000086548,4680,Ceacam1,ENSMUSG00000074272,26365
16657,LAT2,ENSG00000086730,7462,Lat2,ENSMUSG00000040751,56743
16658,AAMDC,ENSG00000087884,28971,Aamdc,ENSMUSG00000035642,66273
16659,ANKRD24,ENSG00000089847,170961,Ankrd24,ENSMUSG00000054708,70615
16660,ICAM1,ENSG00000090339,3383,Icam1,ENSMUSG00000037405,15894
16661,LRRFIP2,ENSG00000093167,9209,Lrrfip2,ENSMUSG00000032497,71268
16662,EPB41L4B,ENSG00000095203,54566,Epb41l4b,ENSMUSG00000028434,54357
16663,SMIM24,ENSG00000095932,284422,Smim24,ENSMUSG00000078439,72273
16664,TREM2,ENSG00000095970,54209,Trem2,ENSMUSG00000023992,83433
16665,CRISP3,ENSG00000096006,10321,Crisp1,ENSMUSG00000025431,11571
16666,CRISP3,ENSG00000096006,10321,Crisp3,ENSMUSG00000025433,11572
16667,IL12RB1,ENSG00000096996,3594,Il12rb1,ENSMUSG00000000791,16161
16668,CATSPERG,ENSG00000099338,57828,Catsperg2,ENSMUSG00000049123,76718
16669,CATSPERG,ENSG00000099338,57828,Catsperg1,ENSMUSG00000049676,320225
16670,MAGEB2,ENSG00000099399,4113,Mageb4,ENSMUSG00000035427,434903
16671,CIRBP,ENSG00000099622,1153,Cirbp,ENSMUSG00000045193,12696
16672,DDTL,ENSG00000099974,100037417,Ddt,ENSMUSG00000001666,13202
16673,SRRD,ENSG00000100104,402055,Srrd,ENSMUSG00000029346,70118
16674,CBX7,ENSG00000100307,23492,Cbx7,ENSMUSG00000053411,52609
16675,CSF2RB,ENSG00000100368,1439,Csf2rb,ENSMUSG00000071713,12983
16676,CSF2RB,ENSG00000100368,1439,Csf2rb2,ENSMUSG00000071714,12984
16677,CCDC198,ENSG00000100557,55195,ccdc198,ENSMUSG00000021850,67082
16678,ZC3H14,ENSG00000100722,79882,Zc3h14,ENSMUSG00000021012,75553
16679,DHRS2,ENSG00000100867,10202,Dhrs2,ENSMUSG00000022209,71412
16680,CD40,ENSG00000101017,958,Cd40,ENSMUSG00000017652,21939
16681,ANGPT4,ENSG00000101280,51378,Angpt4,ENSMUSG00000027460,11602
16682,BPI,ENSG00000101425,671,Bpi,ENSMUSG00000052922,329547
16683,RNF125,ENSG00000101695,54941,Rnf125,ENSMUSG00000033107,67664
16684,CENPT,ENSG00000102901,80152,Cenpt,ENSMUSG00000036672,320394
16685,ACD,ENSG00000102977,65057,Acd,ENSMUSG00000038000,497652
16686,CD276,ENSG00000103855,80381,Cd276,ENSMUSG00000035914,102657
16687,TULP2,ENSG00000104804,7288,Tulp2,ENSMUSG00000023467,56734
16688,RETN,ENSG00000104918,56729,Retn,ENSMUSG00000012705,57264
16689,FCER2,ENSG00000104921,2208,Fcer2a,ENSMUSG00000005540,14128
16690,ZFR2,ENSG00000105278,23217,Zfr2,ENSMUSG00000034949,103406
16691,CD33,ENSG00000105383,945,Siglecf,ENSMUSG00000039013,233186
16692,CD33,ENSG00000105383,945,Cd33,ENSMUSG00000004609,12489
16693,CD33,ENSG00000105383,945,Siglech,ENSMUSG00000051504,233274
16694,LILRB5,ENSG00000105609,10990,Pirb,ENSMUSG00000058818,18733
16695,LILRB5,ENSG00000105609,10990,Pira2,ENSMUSG00000089942,18725
16696,LILRB5,ENSG00000105609,10990,Lilra6,ENSMUSG00000030427,18726
16697,LILRB5,ENSG00000105609,10990,Gm49339,ENSMUSG00000062593,<NA>
16698,LILRB5,ENSG00000105609,10990,Lilra5,ENSMUSG00000070873,232801
16699,ZNF85,ENSG00000105750,7639,Zfp738,ENSMUSG00000048280,408068
16700,ZNF85,ENSG00000105750,7639,Zfp457,ENSMUSG00000055341,431706
16701,ZNF85,ENSG00000105750,7639,Zfp953,ENSMUSG00000098905,629016
16702,TFPI2,ENSG00000105825,7980,Tfpi2,ENSMUSG00000029664,21789
16703,ZC3HAV1,ENSG00000105939,56829,Zc3hav1,ENSMUSG00000029826,78781
16704,TMEM176B,ENSG00000106565,28959,Tmem176b,ENSMUSG00000029810,65963
16705,SYNGR2,ENSG00000108639,9144,Syngr2,ENSMUSG00000048277,20973
16706,CCL2,ENSG00000108691,6347,Ccl2,ENSMUSG00000035385,20296
16707,MS4A4A,ENSG00000110079,51338,Ms4a4c,ENSMUSG00000024675,64380
16708,MS4A4A,ENSG00000110079,51338,Ms4a4b,ENSMUSG00000056290,60361
16709,MS4A4A,ENSG00000110079,51338,Ms4a4d,ENSMUSG00000024678,66607
16710,IL10RA,ENSG00000110324,3587,Il10ra,ENSMUSG00000032089,16154
16711,CLEC4A,ENSG00000111729,50856,Clec4a1,ENSMUSG00000049037,269799
16712,IL17F,ENSG00000112116,112744,Il17f,ENSMUSG00000041872,257630
16713,TRIM38,ENSG00000112343,10475,Trim38,ENSMUSG00000064140,214158
16714,C6orf118,ENSG00000112539,168090,1700010I14Rik,ENSMUSG00000023873,66931
16715,CLIC5,ENSG00000112782,53405,Clic5,ENSMUSG00000023959,224796
16716,CD2,ENSG00000116824,914,Cd2,ENSMUSG00000027863,12481
16717,F3,ENSG00000117525,2152,F3,ENSMUSG00000028128,14066
16718,GHRH,ENSG00000118702,2691,Ghrh,ENSMUSG00000027643,14601
16719,ABCG2,ENSG00000118777,9429,Abcg3,ENSMUSG00000029299,27405
16720,IFI27L2,ENSG00000119632,83982,Ifi27l2b,ENSMUSG00000021208,217845
16721,IFI27L2,ENSG00000119632,83982,Ifi27l2a,ENSMUSG00000079017,76933
16722,IFI27L2,ENSG00000119632,83982,Ifi27,ENSMUSG00000064215,52668
16723,IFIT3,ENSG00000119917,3437,Ifit3b,ENSMUSG00000062488,667370
16724,IFIT3,ENSG00000119917,3437,Ifit3,ENSMUSG00000074896,15959
16725,EQTN,ENSG00000120160,54586,Eqtn,ENSMUSG00000028575,67753
16726,TEX11,ENSG00000120498,56159,Tex11,ENSMUSG00000009670,83558
16727,SOHLH2,ENSG00000120669,54937,Sohlh2,ENSMUSG00000027794,74434
16728,CCRL2,ENSG00000121797,9034,Ccrl2,ENSMUSG00000043953,54199
16729,TMEM156,ENSG00000121895,80008,Tmem156,ENSMUSG00000037913,243025
16730,LAX1,ENSG00000122188,54900,Lax1,ENSMUSG00000051998,240754
16731,CD244,ENSG00000122223,51744,Cd244a,ENSMUSG00000004709,18106
16732,LY9,ENSG00000122224,4063,Ly9,ENSMUSG00000004707,17085
16733,POLM,ENSG00000122678,27434,Polm,ENSMUSG00000020474,54125
16734,ZWINT,ENSG00000122952,11130,Zwint,ENSMUSG00000019923,52696
16735,CTCFL,ENSG00000124092,140690,Ctcfl,ENSMUSG00000070495,664799
16736,ZNF831,ENSG00000124203,128611,Zfp831,ENSMUSG00000050600,100043757
16737,EDN3,ENSG00000124205,1908,Edn3,ENSMUSG00000027524,13616
16738,IL9R,ENSG00000124334,3581,Il9r,ENSMUSG00000020279,16199
16739,ZNF45,ENSG00000124459,7596,Zfp94,ENSMUSG00000074282,22756
16740,CEACAM8,ENSG00000124469,1088,Ceacam1,ENSMUSG00000074272,26365
16741,LRRFIP1,ENSG00000124831,9208,Lrrfip1,ENSMUSG00000026305,16978
16742,CST11,ENSG00000125831,140880,Cst11,ENSMUSG00000036958,78240
16743,GFRA4,ENSG00000125861,64096,Gfra4,ENSMUSG00000027316,14588
16744,IRF3,ENSG00000126456,3661,Irf3,ENSMUSG00000003184,54131
16745,AUNIP,ENSG00000127423,79000,Aunip,ENSMUSG00000078521,69885
16746,TICAM1,ENSG00000127666,148022,Ticam1,ENSMUSG00000047123,106759
16747,TAS2R16,ENSG00000128519,50833,Tas2r118,ENSMUSG00000043865,387347
16748,SGO1,ENSG00000129810,151648,Sgo1,ENSMUSG00000023940,72415
16749,HRC,ENSG00000130528,3270,Hrc,ENSMUSG00000038239,15464
16750,AKAP12,ENSG00000131016,9590,Akap12,ENSMUSG00000038587,83397
16751,CA6,ENSG00000131686,765,Car6,ENSMUSG00000028972,12353
16752,TRIM5,ENSG00000132256,85363,Trim5,ENSMUSG00000060441,667823
16753,TRIM5,ENSG00000132256,85363,Trim12c,ENSMUSG00000057143,319236
16754,TRIM5,ENSG00000132256,85363,Trim30a,ENSMUSG00000030921,20128
16755,TRIM5,ENSG00000132256,85363,Trim30c,ENSMUSG00000078616,434219
16756,TRIM5,ENSG00000132256,85363,Trim30d,ENSMUSG00000057596,209387
16757,TRIM5,ENSG00000132256,85363,Trim12a,ENSMUSG00000066258,76681
16758,HHLA1,ENSG00000132297,10086,Hhla1,ENSMUSG00000072511,654498
16759,CLEC10A,ENSG00000132514,10462,Mgl2,ENSMUSG00000040950,216864
16760,CLEC10A,ENSG00000132514,10462,Clec10a,ENSMUSG00000000318,17312
16761,ZBED3,ENSG00000132846,84327,Zbed3,ENSMUSG00000041995,72114
16762,EPSTI1,ENSG00000133106,94240,Epsti1,ENSMUSG00000022014,108670
16763,ADAM30,ENSG00000134249,11085,Adam30,ENSMUSG00000043468,71078
16764,KLRD1,ENSG00000134539,3824,Klrd1,ENSMUSG00000030165,16643
16765,C9orf40,ENSG00000135045,55071,D030056L22Rik,ENSMUSG00000047044,225995
16766,MDFIC,ENSG00000135272,29969,Mdfic,ENSMUSG00000041390,16543
16767,TROAP,ENSG00000135451,10024,Troap,ENSMUSG00000032783,78733
16768,PHF11,ENSG00000136147,51131,Phf11d,ENSMUSG00000068245,219132
16769,PHF11,ENSG00000136147,51131,Phf11c,ENSMUSG00000091144,628705
16770,PHF11,ENSG00000136147,51131,Phf11b,ENSMUSG00000091649,236451
16771,PHF11,ENSG00000136147,51131,Phf11a,ENSMUSG00000044703,219131
16772,NACAD,ENSG00000136274,23148,Nacad,ENSMUSG00000041073,192950
16773,GYPC,ENSG00000136732,2995,Gypc,ENSMUSG00000090523,71683
16774,IL33,ENSG00000137033,90865,Il33,ENSMUSG00000024810,77125
16775,CD72,ENSG00000137101,971,Cd72,ENSMUSG00000028459,12517
16776,KNL1,ENSG00000137812,57082,Knl1,ENSMUSG00000027326,76464
16777,IFI44,ENSG00000137965,10561,Ifi44,ENSMUSG00000028037,99899
16778,CYP2C8,ENSG00000138115,1558,Cyp2b10,ENSMUSG00000030483,13088
16779,CYP2C8,ENSG00000138115,1558,Cyp2b23,ENSMUSG00000040650,243881
16780,CYP2C8,ENSG00000138115,1558,Cyp2b19,ENSMUSG00000066704,13090
16781,CYP2C8,ENSG00000138115,1558,Cyp2b13,ENSMUSG00000040583,13089
16782,CYP2C8,ENSG00000138115,1558,Cyp2b9,ENSMUSG00000040660,13094
16783,CYP2C8,ENSG00000138115,1558,Cyp2j5,ENSMUSG00000052520,13109
16784,CYP2C8,ENSG00000138115,1558,Cyp2j12,ENSMUSG00000081225,242546
16785,CYP2C8,ENSG00000138115,1558,Cyp2j8,ENSMUSG00000082932,665095
16786,CYP2C8,ENSG00000138115,1558,Cyp2j6,ENSMUSG00000052914,13110
16787,CYP2C8,ENSG00000138115,1558,Cyp2j11,ENSMUSG00000066097,100066
16788,CYP2C8,ENSG00000138115,1558,Cyp2j7,ENSMUSG00000081362,<NA>
16789,TET1,ENSG00000138336,80312,Tet1,ENSMUSG00000047146,52463
16790,SHF,ENSG00000138606,90525,Shf,ENSMUSG00000033256,435684
16791,IL21,ENSG00000138684,59067,Il21,ENSMUSG00000027718,60505
16792,FGF2,ENSG00000138685,2247,Fgf2,ENSMUSG00000037225,14173
16793,PIK3C2G,ENSG00000139144,5288,Pik3c2g,ENSMUSG00000030228,18705
16794,KLRG1,ENSG00000139187,10219,Klrg1,ENSMUSG00000030114,50928
16795,ARMH4,ENSG00000139971,145407,Armh4,ENSMUSG00000036242,67419
16796,FBXO15,ENSG00000141665,201456,Fbxo15,ENSMUSG00000034391,50764
16797,SIRT3,ENSG00000142082,23410,Sirt3,ENSMUSG00000025486,64384
16798,IL19,ENSG00000142224,29949,Il19,ENSMUSG00000016524,329244
16799,ZNF473,ENSG00000142528,25888,Zfp473,ENSMUSG00000048012,243963
16800,ITGB3BP,ENSG00000142856,23421,Itgb3bp,ENSMUSG00000028549,67733
16801,DMRTB1,ENSG00000143006,63948,Dmrtb1,ENSMUSG00000028610,56296
16802,S100A8,ENSG00000143546,6279,S100a8,ENSMUSG00000056054,20201
16803,CENPC,ENSG00000145241,1060,Cenpc1,ENSMUSG00000029253,12617
16804,OSMR,ENSG00000145623,9180,Osmr,ENSMUSG00000022146,18414
16805,BDP1,ENSG00000145734,55814,Bdp1,ENSMUSG00000049658,544971
16806,IL9,ENSG00000145839,3578,Il9,ENSMUSG00000021538,16198
16807,NXF3,ENSG00000147206,56000,Nxf3,ENSMUSG00000057000,245610
16808,MCPH1,ENSG00000147316,79648,Mcph1,ENSMUSG00000039842,244329
16809,LCN9,ENSG00000148386,392399,Lcn9,ENSMUSG00000023210,77704
16810,PLEKHS1,ENSG00000148735,79949,Plekhs1,ENSMUSG00000035818,226245
16811,LRRC27,ENSG00000148814,80313,Lrrc27,ENSMUSG00000015980,76612
16812,SCGB1A1,ENSG00000149021,7356,Scgb1a1,ENSMUSG00000024653,22287
16813,OOSP2,ENSG00000149507,219990,Oosp2,ENSMUSG00000055895,225922
16814,DUSP15,ENSG00000149599,128853,Dusp15,ENSMUSG00000042662,252864
16815,C20orf144,ENSG00000149609,128864,1700003F12Rik,ENSMUSG00000038523,75480
16816,SLC22A9,ENSG00000149742,114571,Slc22a19,ENSMUSG00000024757,207151
16817,SLC22A9,ENSG00000149742,114571,Slc22a27,ENSMUSG00000067656,171405
16818,SLC22A9,ENSG00000149742,114571,Slc22a29,ENSMUSG00000075044,236293
16819,SLC22A9,ENSG00000149742,114571,Slc22a30,ENSMUSG00000052562,319800
16820,SLC22A9,ENSG00000149742,114571,Slc22a28,ENSMUSG00000063590,434674
16821,SLC22A9,ENSG00000149742,114571,Slc22a26,ENSMUSG00000053303,236149
16822,CD226,ENSG00000150637,10666,Cd226,ENSMUSG00000034028,225825
16823,KCTD14,ENSG00000151364,65987,Kctd14,ENSMUSG00000051727,233529
16824,CCDC175,ENSG00000151838,729665,Ccdc175,ENSMUSG00000021086,73936
16825,CCDC74B,ENSG00000152076,91409,Ccdc74a,ENSMUSG00000041617,72315
16826,MZT2B,ENSG00000152082,80097,Mzt2,ENSMUSG00000022671,72083
16827,CCDC50,ENSG00000152492,152137,Ccdc50,ENSMUSG00000038127,67501
16828,TMEM123,ENSG00000152558,114908,Tmem123,ENSMUSG00000050912,71929
16829,LMNTD1,ENSG00000152936,160492,Lmntd1,ENSMUSG00000054966,74071
16830,SYCP2L,ENSG00000153157,221711,Sycp2l,ENSMUSG00000038651,637277
16831,ING1,ENSG00000153487,3621,Ing1,ENSMUSG00000045969,26356
16832,CD8A,ENSG00000153563,925,Cd8a,ENSMUSG00000053977,12525
16833,DNAAF1,ENSG00000154099,123872,Dnaaf1,ENSMUSG00000031831,68270
16834,SFR1,ENSG00000156384,119392,Sfr1,ENSMUSG00000025066,67788
16835,ATP5MJ,ENSG00000156411,9556,Atp5mpl,ENSMUSG00000021290,70257
16836,NLRP14,ENSG00000158077,338323,Nlrp14,ENSMUSG00000016626,76858
16837,POM121L2,ENSG00000158553,94026,Pom121l2,ENSMUSG00000016982,195236
16838,PKD1L1,ENSG00000158683,168507,Pkd1l1,ENSMUSG00000046634,171395
16839,WFDC8,ENSG00000158901,90199,Wfdc8,ENSMUSG00000070533,277343
16840,IFNGR2,ENSG00000159128,3460,Ifngr2,ENSMUSG00000022965,15980
16841,CCDC24,ENSG00000159214,149473,Ccdc24,ENSMUSG00000078588,381546
16842,CCDC107,ENSG00000159884,203260,Ccdc107,ENSMUSG00000028461,622404
16843,TNFRSF13C,ENSG00000159958,115650,Tnfrsf13c,ENSMUSG00000068105,72049
16844,NDUFV3,ENSG00000160194,4731,Ndufv3,ENSMUSG00000024038,78330
16845,PCNT,ENSG00000160299,5116,Pcnt,ENSMUSG00000001151,18541
16846,NLRP4,ENSG00000160505,147945,Nlrp4c,ENSMUSG00000034690,83564
16847,NLRP4,ENSG00000160505,147945,Nlrp4e,ENSMUSG00000045693,446099
16848,NLRP4,ENSG00000160505,147945,Nlrp4a,ENSMUSG00000040601,243880
16849,NLRP4,ENSG00000160505,147945,Nlrp4f,ENSMUSG00000032999,97895
16850,NLRP4,ENSG00000160505,147945,Nlrp4b,ENSMUSG00000034087,210045
16851,IL6R,ENSG00000160712,3570,Il6ra,ENSMUSG00000027947,16194
16852,GPATCH4,ENSG00000160818,54865,Gpatch4,ENSMUSG00000028069,66614
16853,MRNIP,ENSG00000161010,51149,Mrnip,ENSMUSG00000020381,68067
16854,DMKN,ENSG00000161249,93099,Dmkn,ENSMUSG00000060962,73712
16855,U2AF1L4,ENSG00000161265,199746,U2af1l4,ENSMUSG00000078765,233073
16856,SIGLEC11,ENSG00000161640,114132,Siglecg,ENSMUSG00000030468,243958
16857,IZUMO2,ENSG00000161652,126123,Izumo2,ENSMUSG00000066500,75510
16858,SYCE2,ENSG00000161860,256126,Syce2,ENSMUSG00000003824,71846
16859,BCL6B,ENSG00000161940,255877,Bcl6b,ENSMUSG00000000317,12029
16860,MSLNL,ENSG00000162006,<NA>,Mslnl,ENSMUSG00000041062,328783
16861,FGF19,ENSG00000162344,9965,Fgf15,ENSMUSG00000031073,14170
16862,FCGR3B,ENSG00000162747,2215,Fcgr4,ENSMUSG00000059089,246256
16863,FCGR3B,ENSG00000162747,124905743,Fcgr4,ENSMUSG00000059089,246256
16864,TFB2M,ENSG00000162851,64216,Tfb2m,ENSMUSG00000026492,15278
16865,FCAMR,ENSG00000162897,83953,Fcamr,ENSMUSG00000026415,64435
16866,DISC1,ENSG00000162946,27185,Disc1,ENSMUSG00000043051,244667
16867,CCDC74A,ENSG00000163040,90557,Ccdc74a,ENSMUSG00000041617,72315
16868,S100A9,ENSG00000163220,6280,S100a9,ENSMUSG00000056071,20202
16869,S100A9,ENSG00000163220,6280,Gm5849,ENSMUSG00000096621,<NA>
16870,RETNLB,ENSG00000163515,84666,Retnlb,ENSMUSG00000022650,57263
16871,RETNLB,ENSG00000163515,84666,Retnlg,ENSMUSG00000022651,245195
16872,RETNLB,ENSG00000163515,84666,Retnla,ENSMUSG00000061100,57262
16873,SGO2,ENSG00000163535,151246,Sgo2a,ENSMUSG00000026039,68549
16874,SGO2,ENSG00000163535,151246,Sgo2b,ENSMUSG00000094443,244495
16875,AIM2,ENSG00000163568,9447,Aim2,ENSMUSG00000037860,383619
16876,ERICH6,ENSG00000163645,131831,Erich6,ENSMUSG00000070471,545527
16877,TGM4,ENSG00000163810,7047,Tgm4,ENSMUSG00000025787,331046
16878,RTP3,ENSG00000163825,83597,Rtp3,ENSMUSG00000066319,235636
16879,EMCN,ENSG00000164035,51705,Emcn,ENSMUSG00000054690,59308
16880,CAMP,ENSG00000164047,820,Camp,ENSMUSG00000038357,12796
16881,CMYA5,ENSG00000164309,202333,Cmya5,ENSMUSG00000047419,76469
16882,CSF2,ENSG00000164400,1437,Csf2,ENSMUSG00000018916,12981
16883,CGAS,ENSG00000164430,115004,Cgas,ENSMUSG00000032344,214763
16884,DACT2,ENSG00000164488,168002,Dact2,ENSMUSG00000048826,240025
16885,BAALC,ENSG00000164929,79870,Baalc,ENSMUSG00000022296,118452
16886,JCAD,ENSG00000165757,57608,Jcad,ENSMUSG00000033960,240185
16887,TAF1D,ENSG00000166012,79101,Taf1d,ENSMUSG00000031939,75316
16888,PPP1R14D,ENSG00000166143,54866,Ppp1r14d,ENSMUSG00000027317,72112
16889,C16orf78,ENSG00000166152,123970,4933402J07Rik,ENSMUSG00000069971,330820
16890,C16orf46,ENSG00000166455,123775,1700030J22Rik,ENSMUSG00000031847,69528
16891,FAM111A,ENSG00000166801,63901,Fam111a,ENSMUSG00000024691,107373
16892,MS4A6E,ENSG00000166926,245802,Ms4a6d,ENSMUSG00000024679,68774
16893,MS4A6E,ENSG00000166926,245802,Ms4a6b,ENSMUSG00000024677,69774
16894,MS4A6E,ENSG00000166926,245802,Ms4a6c,ENSMUSG00000079419,73656
16895,MS4A7,ENSG00000166927,58475,Ms4a7,ENSMUSG00000024672,109225
16896,TTC16,ENSG00000167094,158248,Ttc16,ENSMUSG00000039021,338348
16897,URM1,ENSG00000167118,81605,Urm1,ENSMUSG00000069020,68205
16898,CA4,ENSG00000167434,762,Car4,ENSMUSG00000000805,12351
16899,JSRP1,ENSG00000167476,126306,Jsrp1,ENSMUSG00000020216,71912
16900,SPATA33,ENSG00000167523,124045,Spata33,ENSMUSG00000048478,320869
16901,RSKR,ENSG00000167524,124923,Rskr,ENSMUSG00000037593,216976
16902,ANKRD33,ENSG00000167612,341405,Ankrd33,ENSMUSG00000047034,208258
16903,CD300C,ENSG00000167850,10871,Cd300c,ENSMUSG00000058728,387565
16904,CD300C,ENSG00000167850,10871,Cd300c2,ENSMUSG00000044811,140497
16905,BEST1,ENSG00000167995,7439,Best1,ENSMUSG00000037418,24115
16906,ADAM29,ENSG00000168594,11086,Adam29,ENSMUSG00000046258,244486
16907,FAM178B,ENSG00000168754,51252,Fam178b,ENSMUSG00000046337,381337
16908,IL12A,ENSG00000168811,3592,Il12a,ENSMUSG00000027776,16159
16909,IL13,ENSG00000169194,3596,Il13,ENSMUSG00000020383,16163
16910,GPRIN1,ENSG00000169258,114787,Gprin1,ENSMUSG00000069227,26913
16911,RNASE2,ENSG00000169385,6036,Ear14,ENSMUSG00000050766,53877
16912,RNASE2,ENSG00000169385,6036,Ear14,ENSMUSG00000050766,503847
16913,RNASE2,ENSG00000169385,6036,Ear6,ENSMUSG00000062148,93719
16914,RNASE2,ENSG00000169385,6036,Rnase2b,ENSMUSG00000059606,54159
16915,RNASE2,ENSG00000169385,6036,Ear10,ENSMUSG00000090166,93725
16916,RNASE2,ENSG00000169385,6036,Ear1,ENSMUSG00000072601,13586
16917,RNASE2,ENSG00000169385,6036,Ear2,ENSMUSG00000072596,13587
16918,RNASE2,ENSG00000169385,6036,Rnase2a,ENSMUSG00000047222,93726
16919,MUC15,ENSG00000169550,143662,Muc15,ENSMUSG00000050808,269328
16920,C15orf40,ENSG00000169609,123207,3110040N11Rik,ENSMUSG00000025102,67290
16921,BOLA2B,ENSG00000169627,552900,Bola2,ENSMUSG00000047721,66162
16922,BOLA2B,ENSG00000169627,654483,Bola2,ENSMUSG00000047721,66162
16923,BOLA2B,ENSG00000169627,124907841,Bola2,ENSMUSG00000047721,66162
16924,HEXD,ENSG00000169660,284004,Hexdc,ENSMUSG00000039307,238023
16925,TAS2R1,ENSG00000169777,50834,Tas2r119,ENSMUSG00000045267,57254
16926,MRGPRX1,ENSG00000170255,259249,Mrgprx1,ENSMUSG00000070552,404242
16927,MRGPRX1,ENSG00000170255,124906949,Mrgprx1,ENSMUSG00000070552,404242
16928,MRGPRX1,ENSG00000170255,259249,Mrgprx2,ENSMUSG00000074109,243978
16929,MRGPRX1,ENSG00000170255,124906949,Mrgprx2,ENSMUSG00000074109,243978
16930,MRGPRX1,ENSG00000170255,259249,Mrgpra9,ENSMUSG00000074111,668725
16931,MRGPRX1,ENSG00000170255,124906949,Mrgpra9,ENSMUSG00000074111,668725
16932,MRGPRX1,ENSG00000170255,259249,Mrgpra1,ENSMUSG00000050650,233221
16933,MRGPRX1,ENSG00000170255,124906949,Mrgpra1,ENSMUSG00000050650,233221
16934,MRGPRX1,ENSG00000170255,259249,Mrgprb2,ENSMUSG00000050425,243979
16935,MRGPRX1,ENSG00000170255,124906949,Mrgprb2,ENSMUSG00000050425,243979
