,mouse_symbol,mouse_ensembl,mouse_entrez,human_symbol,human_ensembl,human_entrez
15892,Vps35l,ENSMUSG00000030982,71517,VPS35L,ENSG00000103544,57020
15893,Dock11,ENSMUSG00000031093,75974,DOCK11,ENSG00000147251,139818
15894,Mcf2,ENSMUSG00000031139,109904,MCF2,ENSG00000101977,4168
15895,Asb12,ENSMUSG00000031204,70392,ASB12,ENSG00000198881,142689
15896,Heph,ENSMUSG00000031209,15203,HEPH,ENSG00000089472,9843
15897,Ophn1,ENSMUSG00000031214,94190,OPHN1,ENSG00000079482,4983
15898,Stard8,ENSMUSG00000031216,236920,STARD8,ENSG00000130052,9754
15899,Awat2,ENSMUSG00000031220,245532,AWAT2,ENSG00000147160,158835
15900,Igbp1,ENSMUSG00000031221,18518,IGBP1,ENSG00000089289,3476
15901,Serpina7,ENSMUSG00000031271,331535,SERPINA7,ENSG00000123561,6906
15902,Col4a6,ENSMUSG00000031273,94216,COL4A6,ENSG00000197565,1288
15903,Acsl4,ENSMUSG00000031278,50790,ACSL4,ENSG00000068366,2182
15904,Pak3,ENSMUSG00000031284,18481,PAK3,ENSG00000077264,5063
15905,Dcx,ENSMUSG00000031285,13193,DCX,ENSG00000077279,1641
15906,Il13ra2,ENSMUSG00000031289,16165,IL13RA2,ENSG00000123496,3598
15907,Il2rg,ENSMUSG00000031304,16186,IL2RG,ENSG00000147168,3561
15908,Mtm1,ENSMUSG00000031337,17772,MTM1,ENSG00000171100,4534
15909,Nsdhl,ENSMUSG00000031349,18194,NSDHL,ENSG00000147383,50814
15910,Zfp185,ENSMUSG00000031351,22673,ZNF185,ENSG00000147394,7739
15911,Haus7,ENSMUSG00000031371,73738,HAUS7,ENSG00000213397,55559
15912,Trex2,ENSMUSG00000031372,24102,TREX2,ENSG00000183479,11219
15913,Abcd1,ENSMUSG00000031378,11666,ABCD1,ENSG00000101986,215
15914,Plxnb3,ENSMUSG00000031385,140571,PLXNB3,ENSG00000198753,5365
15915,Arhgap4,ENSMUSG00000031389,171207,ARHGAP4,ENSG00000089820,393
15916,Nxf7,ENSMUSG00000031410,170722,NXF5,ENSG00000126952,<NA>
15917,Plp1,ENSMUSG00000031425,18823,PLP1,ENSG00000123560,5354
15918,Psmd10,ENSMUSG00000031429,53380,PSMD10,ENSG00000101843,5716
15919,Morc4,ENSMUSG00000031434,75746,MORC4,ENSG00000133131,79710
15920,Atp11a,ENSMUSG00000031441,50770,ATP11A,ENSG00000068650,23250
15921,Mcf2l,ENSMUSG00000031442,17207,MCF2L,ENSG00000126217,23263
15922,Lamp1,ENSMUSG00000031447,16783,LAMP1,ENSG00000185896,3916
15923,Adprhl1,ENSMUSG00000031448,234072,ADPRHL1,ENSG00000153531,113622
15924,Erlin2,ENSMUSG00000031483,244373,ERLIN2,ENSG00000147475,11160
15925,Brf2,ENSMUSG00000031487,66653,BRF2,ENSG00000104221,55290
15926,Rab11fip1,ENSMUSG00000031488,75767,RAB11FIP1,ENSG00000156675,80223
15927,Eif4ebp1,ENSMUSG00000031490,13685,EIF4EBP1,ENSG00000187840,1978
15928,Ggn,ENSMUSG00000031493,243897,GGN,ENSG00000179168,199720
15929,Rab20,ENSMUSG00000031504,19332,RAB20,ENSG00000139832,55647
15930,Naxd,ENSMUSG00000031505,69225,NAXD,ENSG00000213995,55739
15931,Ptpn7,ENSMUSG00000031506,320139,PTPN7,ENSG00000143851,5778
15932,Dctn6,ENSMUSG00000031516,22428,DCTN6,ENSG00000104671,10671
15933,Dusp4,ENSMUSG00000031530,319520,DUSP4,ENSG00000120875,1846
15934,Saraf,ENSMUSG00000031532,67887,SARAF,ENSG00000133872,51669
15935,Tti2,ENSMUSG00000031577,234138,TTI2,ENSG00000129696,80185
15936,Mak16,ENSMUSG00000031578,67920,MAK16,ENSG00000198042,84549
15937,Gsr,ENSMUSG00000031584,14782,GSR,ENSG00000104687,2936
15938,Gtf2e2,ENSMUSG00000031585,68153,GTF2E2,ENSG00000197265,2961
15939,Rbpms,ENSMUSG00000031586,19663,RBPMS,ENSG00000157110,11030
15940,Cbln1,ENSMUSG00000031654,12404,CBLN1,ENSG00000102924,869
15941,Adcy7,ENSMUSG00000031659,11513,ADCY7,ENSG00000121281,113
15942,Sall1,ENSMUSG00000031665,58198,SALL1,ENSG00000103449,6299
15943,Rbl2,ENSMUSG00000031666,19651,RBL2,ENSG00000103479,5934
15944,Gins3,ENSMUSG00000031669,78833,GINS3,ENSG00000181938,64785
15945,Tnpo2,ENSMUSG00000031691,212999,TNPO2,ENSG00000105576,30000
15946,Tecr,ENSMUSG00000031708,106529,TECR,ENSG00000099797,9524
15947,Irx3,ENSMUSG00000031734,16373,IRX3,ENSG00000177508,79191
15948,Mmp2,ENSMUSG00000031740,17390,MMP2,ENSG00000087245,4313
15949,Gnao1,ENSMUSG00000031748,14681,GNAO1,ENSG00000087258,2775
15950,Nudt21,ENSMUSG00000031754,68219,NUDT21,ENSG00000167005,11051
15951,Bbs2,ENSMUSG00000031755,67378,BBS2,ENSG00000125124,583
15952,Cenpn,ENSMUSG00000031756,72155,CENPN,ENSG00000166451,55839
15953,Slc12a3,ENSMUSG00000031766,20497,SLC12A3,ENSG00000070915,6559
15954,Pllp,ENSMUSG00000031775,67801,PLLP,ENSG00000102934,51090
15955,Arl2bp,ENSMUSG00000031776,107566,ARL2BP,ENSG00000102931,23568
15956,Ccl22,ENSMUSG00000031779,20299,CCL22,ENSG00000102962,6367
15957,Ccl17,ENSMUSG00000031780,20295,CCL17,ENSG00000102970,6361
15958,Ciapin1,ENSMUSG00000031781,109006,CIAPIN1,ENSG00000005194,57019
15959,Coq9,ENSMUSG00000031782,67914,COQ9,ENSG00000088682,57017
15960,Polr2c,ENSMUSG00000031783,20021,POLR2C,ENSG00000102978,5432
15961,Katnb1,ENSMUSG00000031787,74187,KATNB1,ENSG00000140854,10300
15962,Kifc3,ENSMUSG00000031788,16582,KIFC3,ENSG00000140859,3801
15963,Mmp15,ENSMUSG00000031790,17388,MMP15,ENSG00000102996,4324
15964,Tmem38a,ENSMUSG00000031791,74166,TMEM38A,ENSG00000072954,79041
15965,Usb1,ENSMUSG00000031792,101985,USB1,ENSG00000103005,79650
15966,B3gnt3,ENSMUSG00000031803,72297,B3GNT3,ENSG00000179913,10331
15967,Pgls,ENSMUSG00000031807,66171,PGLS,ENSG00000130313,25796
15968,Mvb12a,ENSMUSG00000031813,73711,MVB12A,ENSG00000141971,93343
15969,Cox4i1,ENSMUSG00000031818,12857,COX4I1,ENSG00000131143,1327
15970,6430548M08Rik,ENSMUSG00000031824,234797,KIAA0513,ENSG00000135709,9764
15971,Crispld2,ENSMUSG00000031825,78892,CRISPLD2,ENSG00000103196,83716
15972,Usp10,ENSMUSG00000031826,22224,USP10,ENSG00000103194,9100
15973,Pik3r2,ENSMUSG00000031834,18709,PIK3R2,ENSG00000105647,5296
15974,Mbtps1,ENSMUSG00000031835,56453,MBTPS1,ENSG00000140943,8720
15975,Hsbp1,ENSMUSG00000031839,68196,HSBP1,ENSG00000230989,3281
15976,Cdh13,ENSMUSG00000031841,12554,CDH13,ENSG00000140945,1012
15977,Pde4c,ENSMUSG00000031842,110385,PDE4C,ENSG00000105650,5143
15978,Mphosph6,ENSMUSG00000031843,68533,MPHOSPH6,ENSG00000135698,10200
15979,1700030J22Rik,ENSMUSG00000031847,69528,C16orf46,ENSG00000166455,123775
15980,Cmtm3,ENSMUSG00000031875,68119,CMTM3,ENSG00000140931,123920
15981,Gm45711,ENSMUSG00000031876,<NA>,CKLF-CMTM1,ENSG00000254788,100529251
15982,Gm45711,ENSMUSG00000031876,<NA>,CMTM1,ENSG00000089505,113540
15983,Ciao2b,ENSMUSG00000031879,68523,CIAO2B,ENSG00000166595,51647
15984,Rrad,ENSMUSG00000031880,56437,RRAD,ENSG00000166592,6236
15985,Cdh16,ENSMUSG00000031881,12556,CDH16,ENSG00000166589,1014
15986,Car7,ENSMUSG00000031883,12354,CA7,ENSG00000168748,766
15987,Tradd,ENSMUSG00000031887,71609,TRADD,ENSG00000102871,8717
15988,Hsd11b2,ENSMUSG00000031891,15484,HSD11B2,ENSG00000176387,3291
15989,Mtmr2,ENSMUSG00000031918,77116,MTMR2,ENSG00000087053,8898
15990,Maml2,ENSMUSG00000031925,270118,MAML2,ENSG00000184384,84441
15991,Panx1,ENSMUSG00000031934,55991,PANX1,ENSG00000110218,24145
15992,Med17,ENSMUSG00000031935,234959,MED17,ENSG00000042429,9440
15993,Hephl1,ENSMUSG00000031936,244698,HEPHL1,ENSG00000181333,341208
15994,Taf1d,ENSMUSG00000031939,75316,TAF1D,ENSG00000166012,79101
15995,Kars,ENSMUSG00000031948,85305,KARS1,ENSG00000065427,3735
15996,Cfdp1,ENSMUSG00000031954,23837,CFDP1,ENSG00000153774,10428
15997,Bcar1,ENSMUSG00000031955,12927,BCAR1,ENSG00000050820,9564
15998,Wdr59,ENSMUSG00000031959,319481,WDR59,ENSG00000103091,79726
15999,Tbx20,ENSMUSG00000031965,57246,TBX20,ENSG00000164532,57057
16000,Glb1l3,ENSMUSG00000031966,70893,GLB1L3,ENSG00000166105,112937
16001,Acad8,ENSMUSG00000031969,66948,ACAD8,ENSG00000151498,27034
16002,Abcb10,ENSMUSG00000031974,56199,ABCB10,ENSG00000135776,23456
16003,Urb2,ENSMUSG00000031976,382038,URB2,ENSG00000135763,9816
16004,Cog2,ENSMUSG00000031979,76332,COG2,ENSG00000135775,22796
16005,Agt,ENSMUSG00000031980,11606,AGT,ENSG00000135744,183
16006,Capn9,ENSMUSG00000031981,73647,CAPN9,ENSG00000135773,10753
16007,Arv1,ENSMUSG00000031982,68865,ARV1,ENSG00000173409,64801
16008,2310022B05Rik,ENSMUSG00000031983,69551,C1orf198,ENSG00000119280,84886
16009,Egln1,ENSMUSG00000031987,112405,EGLN1,ENSG00000135766,54583
16010,Jam3,ENSMUSG00000031990,83964,JAM3,ENSG00000166086,83700
16011,Spata19,ENSMUSG00000031991,75469,SPATA19,ENSG00000166118,219938
16012,Snx19,ENSMUSG00000031993,102607,SNX19,ENSG00000120451,399979
16013,Trpc6,ENSMUSG00000031997,22068,TRPC6,ENSG00000137672,7225
16014,Sesn3,ENSMUSG00000032009,75747,SESN3,ENSG00000149212,143686
16015,Oaf,ENSMUSG00000032014,102644,OAF,ENSG00000184232,220323
16016,Pou2f3,ENSMUSG00000032015,18988,POU2F3,ENSG00000137709,25833
16017,Ubash3b,ENSMUSG00000032020,72828,UBASH3B,ENSG00000154127,84959
16018,Crtam,ENSMUSG00000032021,54698,CRTAM,ENSG00000109943,56253
16019,Jhy,ENSMUSG00000032023,70989,JHY,ENSG00000109944,79864
16020,Barx2,ENSMUSG00000032033,12023,BARX2,ENSG00000043039,8538
16021,St3gal4,ENSMUSG00000032038,20443,ST3GAL4,ENSG00000110080,6484
16022,Rpusd4,ENSMUSG00000032044,71989,RPUSD4,ENSG00000165526,84881
16023,Pate4,ENSMUSG00000032099,56872,PATE4,ENSG00000237353,399968
16024,Pdzd3,ENSMUSG00000032105,<NA>,PDZD3,ENSG00000172367,<NA>
16025,Nlrx1,ENSMUSG00000032109,270151,NLRX1,ENSG00000160703,79671
16026,Hyou1,ENSMUSG00000032115,12282,HYOU1,ENSG00000149428,10525
16027,Stt3a,ENSMUSG00000032116,16430,STT3A,ENSG00000134910,3703
16028,Hinfp,ENSMUSG00000032119,102423,HINFP,ENSG00000172273,25988
16029,C2cd2l,ENSMUSG00000032120,71764,C2CD2L,ENSG00000172375,9854
16030,Tmem218,ENSMUSG00000032121,66279,TMEM218,ENSG00000150433,219854
16031,Slc37a2,ENSMUSG00000032122,56857,SLC37A2,ENSG00000134955,219855
16032,Dpagt1,ENSMUSG00000032123,13478,DPAGT1,ENSG00000172269,1798
16033,Abcg4,ENSMUSG00000032131,192663,ABCG4,ENSG00000172350,64137
16034,Rp9,ENSMUSG00000032239,55934,RP9,ENSG00000164610,6100
16035,Idh3a,ENSMUSG00000032279,67834,IDH3A,ENSG00000166411,3419
16036,Imp3,ENSMUSG00000032288,102462,IMP3,ENSG00000177971,55272
16037,Ptpn9,ENSMUSG00000032290,56294,PTPN9,ENSG00000169410,5780
16038,Crabp1,ENSMUSG00000032291,12903,CRABP1,ENSG00000166426,1381
16039,Ireb2,ENSMUSG00000032293,64602,IREB2,ENSG00000136381,3658
16040,Neil1,ENSMUSG00000032298,72774,NEIL1,ENSG00000140398,79661
16041,1700017B05Rik,ENSMUSG00000032300,74211,C15orf39,ENSG00000167173,56905
16042,Psma4,ENSMUSG00000032301,26441,PSMA4,ENSG00000041357,5685
16043,Chrna3,ENSMUSG00000032303,110834,CHRNA3,ENSG00000080644,1136
16044,Ube2q2,ENSMUSG00000032307,109161,UBE2Q2,ENSG00000140367,92912
16045,Cyp1a2,ENSMUSG00000032310,13077,CYP1A2,ENSG00000140505,1544
16046,Nrg4,ENSMUSG00000032311,83961,NRG4,ENSG00000169752,145957
16047,Csk,ENSMUSG00000032312,12988,CSK,ENSG00000103653,1445
16048,Tmem266,ENSMUSG00000032313,244886,TMEM266,ENSG00000169758,123591
16049,Isl2,ENSMUSG00000032318,104360,ISL2,ENSG00000159556,64843
16050,Tspan3,ENSMUSG00000032324,56434,TSPAN3,ENSG00000140391,10099
16051,Hmg20a,ENSMUSG00000032329,66867,HMG20A,ENSG00000140382,10363
16052,Mto1,ENSMUSG00000032342,68291,MTO1,ENSG00000135297,25821
16053,Rasgrf1,ENSMUSG00000032356,19417,RASGRF1,ENSG00000058335,5923
16054,Ctsh,ENSMUSG00000032359,13036,CTSH,ENSG00000103811,1512
16055,Tbx18,ENSMUSG00000032419,76365,TBX18,ENSG00000112837,9096
16056,Nt5e,ENSMUSG00000032420,23959,NT5E,ENSG00000135318,4907
16057,Snx14,ENSMUSG00000032422,244962,SNX14,ENSG00000135317,57231
16058,Syncrip,ENSMUSG00000032423,56403,SYNCRIP,ENSG00000135316,10492
16059,Crtap,ENSMUSG00000032431,56693,CRTAP,ENSG00000170275,10491
16060,Stt3b,ENSMUSG00000032437,68292,STT3B,ENSG00000163527,201595
16061,Eomes,ENSMUSG00000032446,13813,EOMES,ENSG00000163508,8320
16062,Cdc25a,ENSMUSG00000032477,12530,CDC25A,ENSG00000164045,993
16063,Nme6,ENSMUSG00000032478,54369,NME6,ENSG00000172113,10201
16064,Scap,ENSMUSG00000032485,235623,SCAP,ENSG00000114650,22937
16065,Kif9,ENSMUSG00000032489,16578,KIF9,ENSG00000088727,64147
16066,Dclk3,ENSMUSG00000032500,245038,DCLK3,ENSG00000163673,85443
16067,Trib1,ENSMUSG00000032501,211770,TRIB1,ENSG00000173334,10221
16068,Stac,ENSMUSG00000032502,20840,STAC,ENSG00000144681,6769
16069,Fbxl2,ENSMUSG00000032507,72179,FBXL2,ENSG00000153558,25827
16070,Myd88,ENSMUSG00000032508,17874,MYD88,ENSG00000172936,4615
16071,Scn5a,ENSMUSG00000032511,20271,SCN5A,ENSG00000183873,6331
16072,Wdr48,ENSMUSG00000032512,67561,WDR48,ENSG00000114742,57599
16073,Gorasp1,ENSMUSG00000032513,74498,GORASP1,ENSG00000114745,64689
16074,Rbm6,ENSMUSG00000032582,19654,RBM6,ENSG00000004534,10180
16075,Mon1a,ENSMUSG00000032583,72825,MON1A,ENSG00000164077,84315
16076,Apeh,ENSMUSG00000032590,235606,APEH,ENSG00000164062,327
16077,Mst1,ENSMUSG00000032591,15235,MST1,ENSG00000173531,4485
16078,Amigo3,ENSMUSG00000032593,320844,AMIGO3,ENSG00000176020,386724
16079,Nckipsd,ENSMUSG00000032598,80987,NCKIPSD,ENSG00000213672,51517
16080,Nicn1,ENSMUSG00000032606,66257,NICN1,ENSG00000145029,84276
16081,Klhdc8b,ENSMUSG00000032609,78267,KLHDC8B,ENSG00000185909,200942
16082,Nt5m,ENSMUSG00000032615,103850,NT5M,ENSG00000205309,56953
16083,Flcn,ENSMUSG00000032633,216805,FLCN,ENSG00000154803,201163
16084,Atxn2l,ENSMUSG00000032637,233871,ATXN2L,ENSG00000168488,11273
16085,Crebl2,ENSMUSG00000032652,232430,CREBL2,ENSG00000111269,1389
16086,Fam189b,ENSMUSG00000032657,<NA>,FAM189B,ENSG00000160767,<NA>
16087,Pon2,ENSMUSG00000032667,330260,PON2,ENSG00000105854,5445
16088,A930018P22Rik,ENSMUSG00000032671,68243,C11orf91,ENSG00000205177,100131378
16089,Syde1,ENSMUSG00000032714,71709,SYDE1,ENSG00000105137,85360
16090,Sbspon,ENSMUSG00000032719,226866,SBSPON,ENSG00000164764,157869
16091,Mier3,ENSMUSG00000032727,218613,MIER3,ENSG00000155545,166968
16092,Snx33,ENSMUSG00000032733,235406,SNX33,ENSG00000173548,257364
16093,Heyl,ENSMUSG00000032744,56198,HEYL,ENSG00000163909,26508
16094,Gpbp1,ENSMUSG00000032745,73274,GPBP1,ENSG00000062194,65056
16095,Ilvbl,ENSMUSG00000032763,216136,ILVBL,ENSG00000105135,10994
16096,Gtf3c1,ENSMUSG00000032777,233863,GTF3C1,ENSG00000077235,2975
16097,Fanca,ENSMUSG00000032815,14087,FANCA,ENSG00000187741,2175
16098,Ppp1r9a,ENSMUSG00000032827,243725,PPP1R9A,ENSG00000158528,55607
16099,P2ry2,ENSMUSG00000032860,18442,P2RY2,ENSG00000175591,5029
16100,Ccdc85a,ENSMUSG00000032878,216613,CCDC85A,ENSG00000055813,114800
16101,Fshr,ENSMUSG00000032937,14309,FSHR,ENSG00000170820,2492
16102,Ap4b1,ENSMUSG00000032952,67489,AP4B1,ENSG00000134262,10717
16103,Inha,ENSMUSG00000032968,16322,INHA,ENSG00000123999,3623
16104,Asic4,ENSMUSG00000033007,241118,ASIC4,ENSG00000072182,55515
16105,Pfkm,ENSMUSG00000033065,18642,PFKM,ENSG00000152556,5213
16106,Senp1,ENSMUSG00000033075,223870,SENP1,ENSG00000079387,29843
16107,Atg9a,ENSMUSG00000033124,245860,ATG9A,ENSG00000198925,79065
16108,Ybey,ENSMUSG00000033126,216119,YBEY,ENSG00000182362,54059
16109,Slc22a15,ENSMUSG00000033147,242126,SLC22A15,ENSG00000163393,55356
16110,Mgll,ENSMUSG00000033174,23945,MGLL,ENSG00000074416,11343
16111,Kbtbd12,ENSMUSG00000033182,74589,KBTBD12,ENSG00000187715,166348
16112,BC016579,ENSMUSG00000033187,212998,C3orf52,ENSG00000114529,79669
16113,Lpcat2,ENSMUSG00000033192,270084,LPCAT2,ENSG00000087253,54947
16114,Eefsec,ENSMUSG00000033216,65967,EEFSEC,ENSG00000132394,60678
16115,Ttf2,ENSMUSG00000033222,74044,TTF2,ENSG00000116830,8458
16116,Scaf11,ENSMUSG00000033228,72193,SCAF11,ENSG00000139218,9169
16117,Trim45,ENSMUSG00000033233,229644,TRIM45,ENSG00000134253,80263
16118,Arid2,ENSMUSG00000033237,77044,ARID2,ENSG00000189079,196528
16119,Hsf4,ENSMUSG00000033249,26386,HSF4,ENSG00000102878,3299
16120,Slc35a4,ENSMUSG00000033272,67843,SLC35A4,ENSG00000176087,113829
16121,Lpp,ENSMUSG00000033306,210126,LPP,ENSG00000145012,4026
16122,Tnxb,ENSMUSG00000033327,81877,TNXB,ENSG00000168477,7148
16123,Map2k4,ENSMUSG00000033352,26398,MAP2K4,ENSG00000065559,6416
16124,Prrg3,ENSMUSG00000033361,208748,PRRG3,ENSG00000130032,79057
16125,Palmd,ENSMUSG00000033377,114301,PALMD,ENSG00000099260,54873
16126,Arhgap44,ENSMUSG00000033389,216831,ARHGAP44,ENSG00000006740,9912
16127,Agl,ENSMUSG00000033400,77559,AGL,ENSG00000162688,178
16128,Armcx2,ENSMUSG00000033436,67416,ARMCX2,ENSG00000184867,9823
16129,Trmt13,ENSMUSG00000033439,229780,TRMT13,ENSG00000122435,54482
16130,Idi2,ENSMUSG00000033520,320581,IDI2,ENSG00000148377,91734
16131,Acsm1,ENSMUSG00000033533,117147,ACSM1,ENSG00000166743,116285
16132,Angptl1,ENSMUSG00000033544,72713,ANGPTL1,ENSG00000116194,9068
16133,Znrf1,ENSMUSG00000033545,170737,ZNRF1,ENSG00000186187,84937
16134,Fam20b,ENSMUSG00000033557,215015,FAM20B,ENSG00000116199,9917
16135,Spata2l,ENSMUSG00000033594,78779,SPATA2L,ENSG00000158792,124044
16136,Rfwd3,ENSMUSG00000033596,234736,RFWD3,ENSG00000168411,55159
16137,Map3k13,ENSMUSG00000033618,71751,MAP3K13,ENSG00000073803,9175
16138,Foxn3,ENSMUSG00000033713,71375,FOXN3,ENSG00000053254,1112
16139,Adra2a,ENSMUSG00000033717,11551,ADRA2A,ENSG00000150594,150
16140,Fkbpl,ENSMUSG00000033739,56299,FKBPL,ENSG00000204315,63943
16141,St18,ENSMUSG00000033740,240690,ST18,ENSG00000147488,9705
16142,Asb13,ENSMUSG00000033781,142688,ASB13,ENSG00000196372,79754
16143,Atp6v1h,ENSMUSG00000033793,108664,ATP6V1H,ENSG00000047249,51606
16144,Tcea1,ENSMUSG00000033813,21399,TCEA1,ENSG00000187735,6917
16145,Ston1,ENSMUSG00000033855,77057,STON1,ENSG00000243244,11037
16146,Ston1,ENSMUSG00000033855,77057,STON1-GTF2A1L,ENSG00000068781,286749
16147,Lgals3bp,ENSMUSG00000033880,19039,LGALS3BP,ENSG00000108679,3959
16148,Gde1,ENSMUSG00000033917,56209,GDE1,ENSG00000006007,51573
16149,Tnks1bp1,ENSMUSG00000033955,228140,TNKS1BP1,ENSG00000149115,85456
16150,Zbtb41,ENSMUSG00000033964,226470,ZBTB41,ENSG00000177888,360023
16151,Kcnk1,ENSMUSG00000033998,16525,KCNK1,ENSG00000135750,3775
16152,Meak7,ENSMUSG00000034105,74347,MEAK7,ENSG00000140950,57707
16153,Scn11a,ENSMUSG00000034115,24046,SCN11A,ENSG00000168356,11280
16154,Vav1,ENSMUSG00000034116,22324,VAV1,ENSG00000141968,7409
16155,Srsf2,ENSMUSG00000034120,20382,SRSF2,ENSG00000161547,6427
16156,Ogt,ENSMUSG00000034160,108155,OGT,ENSG00000147162,8473
16157,Hsdl1,ENSMUSG00000034189,72552,HSDL1,ENSG00000103160,83693
16158,Mrps17,ENSMUSG00000034211,66258,MRPS17,ENSG00000239789,51373
16159,Usp54,ENSMUSG00000034235,78787,USP54,ENSG00000166348,159195
16160,Slc25a37,ENSMUSG00000034248,67712,SLC25A37,ENSG00000147454,51312
16161,Agpat1,ENSMUSG00000034254,55979,AGPAT1,ENSG00000204310,10554
16162,Batf,ENSMUSG00000034266,53314,BATF,ENSG00000156127,10538
16163,Igsf9b,ENSMUSG00000034275,235086,IGSF9B,ENSG00000080854,22997
16164,Nek9,ENSMUSG00000034290,217718,NEK9,ENSG00000119638,91754
16165,Med13,ENSMUSG00000034297,327987,MED13,ENSG00000108510,9969
16166,Ccdc15,ENSMUSG00000034303,245902,CCDC15,ENSG00000149548,80071
16167,Sdr42e1,ENSMUSG00000034308,74032,SDR42E1,ENSG00000184860,93517
16168,Brip1,ENSMUSG00000034329,237911,BRIP1,ENSG00000136492,83990
16169,Cbl,ENSMUSG00000034342,12402,CBL,ENSG00000110395,867
16170,Ube2f,ENSMUSG00000034343,67921,UBE2F,ENSG00000184182,140739
16171,Ube2f,ENSMUSG00000034343,67921,UBE2F-SCLY,ENSG00000258984,<NA>
16172,Wdr5b,ENSMUSG00000034379,69544,WDR5B,ENSG00000196981,54554
16173,Cmip,ENSMUSG00000034390,74440,CMIP,ENSG00000153815,80790
16174,Parp14,ENSMUSG00000034422,547253,PARP14,ENSG00000173193,54625
16175,Zxdc,ENSMUSG00000034430,80292,ZXDC,ENSG00000070476,79364
16176,Cops8,ENSMUSG00000034432,108679,COPS8,ENSG00000198612,10920
16177,Gbp8,ENSMUSG00000034438,76074,GBP6,ENSG00000183347,163351
16178,Polr3b,ENSMUSG00000034453,70428,POLR3B,ENSG00000013503,55703
16179,Eda2r,ENSMUSG00000034457,245527,EDA2R,ENSG00000131080,60401
16180,Six4,ENSMUSG00000034460,20474,SIX4,ENSG00000100625,51804
16181,Pkd2,ENSMUSG00000034462,18764,PKD2,ENSG00000118762,5311
16182,Scara3,ENSMUSG00000034463,219151,SCARA3,ENSG00000168077,51435
16183,Dynlrb2,ENSMUSG00000034467,75465,DYNLRB2,ENSG00000168589,83657
16184,Sec22a,ENSMUSG00000034473,317717,SEC22A,ENSG00000121542,26984
16185,Gbx2,ENSMUSG00000034486,14472,GBX2,ENSG00000168505,2637
16186,Ice1,ENSMUSG00000034525,218333,ICE1,ENSG00000164151,23379
16187,Daam1,ENSMUSG00000034574,208846,DAAM1,ENSG00000100592,23002
16188,Tent4a,ENSMUSG00000034575,210106,TENT4A,ENSG00000112941,11044
16189,Slc41a2,ENSMUSG00000034591,338365,SLC41A2,ENSG00000136052,84102
16190,Rxylt1,ENSMUSG00000034620,216395,RXYLT1,ENSG00000118600,10329
16191,Gpatch8,ENSMUSG00000034621,237943,GPATCH8,ENSG00000186566,23131
16192,Xpot,ENSMUSG00000034667,73192,XPOT,ENSG00000184575,11260
16193,Pbx2,ENSMUSG00000034673,18515,PBX2,ENSG00000204304,5089
16194,Fam171a2,ENSMUSG00000034685,217219,FAM171A2,ENSG00000161682,284069
16195,Prr7,ENSMUSG00000034686,432763,PRR7,ENSG00000131188,80758
16196,Ppp1r21,ENSMUSG00000034709,73825,PPP1R21,ENSG00000162869,129285
16197,Nostrin,ENSMUSG00000034738,329416,NOSTRIN,ENSG00000163072,115677
16198,Mast4,ENSMUSG00000034751,328329,MAST4,ENSG00000069020,375449
16199,Tmub2,ENSMUSG00000034757,72053,TMUB2,ENSG00000168591,79089
16200,Tle6,ENSMUSG00000034758,114606,TLE6,ENSG00000104953,79816
16201,Map4k5,ENSMUSG00000034761,399510,MAP4K5,ENSG00000012983,11183
16202,Asb16,ENSMUSG00000034768,217217,ASB16,ENSG00000161664,92591
16203,Tle2,ENSMUSG00000034771,21886,TLE2,ENSG00000065717,7089
16204,Gpsm3,ENSMUSG00000034786,106512,GPSM3,ENSG00000213654,63940
16205,Rab24,ENSMUSG00000034789,19336,RAB24,ENSG00000169228,53917
16206,Unc13a,ENSMUSG00000034799,382018,UNC13A,ENSG00000130477,23025
16207,Plvap,ENSMUSG00000034845,84094,PLVAP,ENSG00000130300,83483
16208,Ano8,ENSMUSG00000034863,382014,ANO8,ENSG00000074855,57719
16209,Cactin,ENSMUSG00000034889,70312,CACTIN,ENSG00000105298,58509
16210,Rnf44,ENSMUSG00000034928,105239,RNF44,ENSG00000146083,22838
16211,Dhx8,ENSMUSG00000034931,217207,DHX8,ENSG00000067596,1659
16212,Mrpl54,ENSMUSG00000034932,66047,MRPL54,ENSG00000183617,116541
16213,Zfr2,ENSMUSG00000034949,103406,ZFR2,ENSG00000105278,23217
16214,Cog7,ENSMUSG00000034951,233824,COG7,ENSG00000168434,91949
16215,Atcay,ENSMUSG00000034958,16467,ATCAY,ENSG00000167654,85300
16216,Eef2,ENSMUSG00000034994,13629,EEF2,ENSG00000167658,1938
16217,Map2k2,ENSMUSG00000035027,26396,MAP2K2,ENSG00000126934,5605
16218,Tbr1,ENSMUSG00000035033,21375,TBR1,ENSG00000136535,10716
16219,Dhx57,ENSMUSG00000035051,106794,DHX57,ENSG00000163214,90957
16220,Zc4h2,ENSMUSG00000035062,245522,ZC4H2,ENSG00000126970,55906
16221,Shc4,ENSMUSG00000035109,271849,SHC4,ENSG00000185634,399694
16222,Brinp3,ENSMUSG00000035131,215378,BRINP3,ENSG00000162670,339479
16223,1110059E24Rik,ENSMUSG00000035171,66206,C9orf85,ENSG00000155621,138241
16224,1110059E24Rik,ENSMUSG00000035171,118568607,C9orf85,ENSG00000155621,138241
