human_symbol,mouse_symbol,human_ensembl,mouse_ensembl,human_entrez,mouse_entrez
PRAMEF8,Pramel36,ENSG00000282583,ENSMUSG00000096230,391002,-1
PRAMEF8,Pramel34,ENSG00000283387,ENSMUSG00000070686,391002,381654
PRAMEF8,Pramel45,ENSG00000182330,ENSMUSG00000092166,391002,108169101
PRAMEF8,Gm3183,ENSG00000282583,ENSMUSG00000095954,391002,-1
PRAMEF8,Pramel42,ENSG00000282583,ENSMUSG00000095074,391002,100041102
PRAMEF8,Pramel49,ENSG00000282583,ENSMUSG00000094043,391002,-1
PRAMEF8,Pramel51,ENSG00000282583,ENSMUSG00000066027,391002,100039315
PRAMEF8,Pramel1,ENSG00000282583,ENSMUSG00000041805,391002,83491
PRAMEF8,Gm13057,ENSG00000283387,ENSMUSG00000096154,391002,100040861
PRAMEF8,Pramel34,ENSG00000278021,ENSMUSG00000070686,391002,381654
PRAMEF8,Pramel36,ENSG00000278021,ENSMUSG00000096230,391002,-1
PRAMEF8,Pramel36,ENSG00000283387,ENSMUSG00000096230,391002,-1
PRAMEF8,Gm6205,ENSG00000182330,ENSMUSG00000092073,391002,-1
PRAMEF8,Pramel47,ENSG00000278021,ENSMUSG00000079424,391002,100041296
PRAMEF8,C130073F10Rik,ENSG00000182330,ENSMUSG00000046133,391002,242574
PRAMEF8,Gm6205,ENSG00000282583,ENSMUSG00000092073,391002,-1
PRAMEF8,Pramel34,ENSG00000182330,ENSMUSG00000070686,391002,381654
PRAMEF8,Gm13043,ENSG00000182330,ENSMUSG00000095409,391002,545693
PRAMEF8,Pramel36,ENSG00000182330,ENSMUSG00000096230,391002,-1
PRAMEF8,Pramel39,ENSG00000182330,ENSMUSG00000094560,391002,331195
PRAMEF8,Pramel16,ENSG00000182330,ENSMUSG00000078511,391002,329984
PRAMEF8,C130073F10Rik,ENSG00000278021,ENSMUSG00000046133,391002,242574
PRAMEF8,Pramel49,ENSG00000283387,ENSMUSG00000094043,391002,-1
PRAMEF8,Pramel27,ENSG00000278021,ENSMUSG00000029451,391002,194225
PRAMEF8,Pramel15,ENSG00000282583,ENSMUSG00000073721,391002,627009
PRAMEF8,Pramel24,ENSG00000283387,ENSMUSG00000046435,391002,277666
PRAMEF8,Pramel50,ENSG00000282583,ENSMUSG00000096139,391002,666203
PRAMEF8,Pramel46,ENSG00000278021,ENSMUSG00000096066,391002,-1
PRAMEF8,Pramel22,ENSG00000278021,ENSMUSG00000078513,391002,277668
PRAMEF8,Pramel29,ENSG00000182330,ENSMUSG00000046262,391002,97187
PRAMEF8,Pramel28,ENSG00000182330,ENSMUSG00000078510,391002,-1
PRAMEF8,Pramel16,ENSG00000283387,ENSMUSG00000078511,391002,329984
PRAMEF8,Pramel14,ENSG00000283387,ENSMUSG00000078509,391002,626943
PRAMEF8,Pramel27,ENSG00000283387,ENSMUSG00000029451,391002,194225
PRAMEF8,Pramel19,ENSG00000182330,ENSMUSG00000070890,391002,332923
PRAMEF8,Gm13040,ENSG00000278021,ENSMUSG00000070616,391002,100040854
PRAMEF8,Pramel44,ENSG00000283387,ENSMUSG00000094195,391002,108169097
PRAMEF8,Gm13040,ENSG00000282583,ENSMUSG00000070616,391002,100040854
PRAMEF8,Pramel32,ENSG00000278021,ENSMUSG00000038330,391002,381590
PRAMEF8,Pramel19,ENSG00000282583,ENSMUSG00000070890,391002,332923
PRAMEF8,Oog3,ENSG00000278021,ENSMUSG00000050810,391002,100012
PRAMEF8,Pramel39,ENSG00000283387,ENSMUSG00000094560,391002,331195
PRAMEF8,Gm12790,ENSG00000182330,ENSMUSG00000078626,391002,115489970
PRAMEF8,Pramel11,ENSG00000282583,ENSMUSG00000078512,391002,195555
PRAMEF8,Pramel33,ENSG00000278021,ENSMUSG00000096044,391002,100040885
PRAMEF8,Pramel45,ENSG00000283387,ENSMUSG00000092166,391002,108168684
PRAMEF8,Pramel33,ENSG00000283387,ENSMUSG00000096044,391002,100040885
PRAMEF8,Pramel45,ENSG00000182330,ENSMUSG00000092166,391002,108169100
PRAMEF8,Pramel33,ENSG00000182330,ENSMUSG00000096044,391002,100040885
PRAMEF8,Pramel15,ENSG00000182330,ENSMUSG00000073721,391002,627009
PRAMEF8,Pramel26,ENSG00000282583,ENSMUSG00000059218,391002,381569
PRAMEF8,Pramel4,ENSG00000283387,ENSMUSG00000073724,391002,347710
PRAMEF8,Pramel7,ENSG00000278021,ENSMUSG00000025839,391002,347712
PRAMEF8,Pramel26,ENSG00000182330,ENSMUSG00000059218,391002,381569
PRAMEF8,Pramel45,ENSG00000278021,ENSMUSG00000092166,391002,108169100
PRAMEF8,Pramel21,ENSG00000182330,ENSMUSG00000066688,391002,279185
PRAMEF8,Pramel45,ENSG00000278021,ENSMUSG00000092166,391002,108169101
PRAMEF8,Pramel26,ENSG00000283387,ENSMUSG00000059218,391002,381569
PRAMEF8,Gm16513,ENSG00000282583,ENSMUSG00000095996,391002,100041253
PRAMEF8,Gm13040,ENSG00000283387,ENSMUSG00000070616,391002,100040854
PRAMEF8,Pramel45,ENSG00000278021,ENSMUSG00000092166,391002,108168684
PRAMEF8,Pramel14,ENSG00000282583,ENSMUSG00000078509,391002,626943
PRAMEF8,Pramel50,ENSG00000182330,ENSMUSG00000096139,391002,666203
PRAMEF8,Pramel32,ENSG00000182330,ENSMUSG00000038330,391002,381590
PRAMEF8,Gm13057,ENSG00000278021,ENSMUSG00000096154,391002,100040861
PRAMEF8,Pramel28,ENSG00000282583,ENSMUSG00000078510,391002,-1
PRAMEF8,Oog3,ENSG00000283387,ENSMUSG00000050810,391002,100012
PRAMEF8,Gm12790,ENSG00000278021,ENSMUSG00000078626,391002,115489970
PRAMEF8,Pramel23,ENSG00000278021,ENSMUSG00000070617,391002,277667
PRAMEF8,Pramel13,ENSG00000283387,ENSMUSG00000028591,391002,77632
PRAMEF8,Pramel47,ENSG00000182330,ENSMUSG00000079424,391002,100041296
PRAMEF8,Pramel45,ENSG00000283387,ENSMUSG00000092166,391002,108169101
PRAMEF8,Gm12789,ENSG00000182330,ENSMUSG00000078625,391002,381536
PRAMEF8,Gm13057,ENSG00000282583,ENSMUSG00000096154,391002,100040861
PRAMEF8,Pramel12,ENSG00000182330,ENSMUSG00000046862,391002,242736
PRAMEF8,Pramel45,ENSG00000278021,ENSMUSG00000092166,391002,108169098
PRAMEF8,Pramel4,ENSG00000282583,ENSMUSG00000073724,391002,347710
PRAMEF8,Gm3286,ENSG00000182330,ENSMUSG00000079423,391002,100041354
PRAMEF8,Pramel31,ENSG00000283387,ENSMUSG00000070619,391002,433779
PRAMEF8,Gm3286,ENSG00000278021,ENSMUSG00000079423,391002,100041354
PRAMEF8,Pramel12,ENSG00000282583,ENSMUSG00000046862,391002,242736
PRAMEF8,Pramel47,ENSG00000283387,ENSMUSG00000079424,391002,100041296
PRAMEF8,Pramel25,ENSG00000278021,ENSMUSG00000066031,391002,194227
PRAMEF8,Pramel31,ENSG00000282583,ENSMUSG00000070619,391002,433779
PRAMEF8,Pramel31,ENSG00000278021,ENSMUSG00000070619,391002,433779
PRAMEF8,Pramel49,ENSG00000278021,ENSMUSG00000094043,391002,-1
PRAMEF8,Pramel39,ENSG00000278021,ENSMUSG00000094560,391002,331195
PRAMEF8,Oog2,ENSG00000182330,ENSMUSG00000066030,391002,381570
PRAMEF8,Pramel44,ENSG00000182330,ENSMUSG00000094195,391002,108169097
PRAMEF8,Pramel32,ENSG00000283387,ENSMUSG00000038330,391002,381590
PRAMEF8,Pramel41,ENSG00000283387,ENSMUSG00000074011,391002,100862180
PRAMEF8,Pramel14,ENSG00000278021,ENSMUSG00000078509,391002,626943
PRAMEF8,C130073F10Rik,ENSG00000282583,ENSMUSG00000046133,391002,242574
PRAMEF8,Pramel11,ENSG00000283387,ENSMUSG00000078512,391002,195555
PRAMEF9,Oog2,ENSG00000281573,ENSMUSG00000066030,343070,381570
PRAMEF9,Pramel48,ENSG00000283139,ENSMUSG00000070677,343070,320549
PRAMEF9,Pramel45,ENSG00000204505,ENSMUSG00000092166,343070,108169098
PRAMEF9,Pramel26,ENSG00000204505,ENSMUSG00000059218,343070,381569
PRAMEF9,Pramel11,ENSG00000282298,ENSMUSG00000078512,343070,195555
PRAMEF9,Pramel51,ENSG00000282298,ENSMUSG00000066027,343070,100039315
PRAMEF9,Pramel46,ENSG00000283139,ENSMUSG00000096066,343070,-1
PRAMEF9,C130073F10Rik,ENSG00000204505,ENSMUSG00000046133,343070,242574
PRAMEF9,Gm2042,ENSG00000282298,ENSMUSG00000096276,343070,100039087
PRAMEF9,Pramel40,ENSG00000283139,ENSMUSG00000095718,343070,624421
PRAMEF9,Pramel41,ENSG00000283139,ENSMUSG00000074011,343070,100862180
PRAMEF9,Pramel20,ENSG00000283139,ENSMUSG00000070618,343070,329986
PRAMEF9,Gm6367,ENSG00000282298,ENSMUSG00000096742,343070,622894
PRAMEF9,Pramel26,ENSG00000282298,ENSMUSG00000059218,343070,381569
PRAMEF9,Gm16513,ENSG00000281573,ENSMUSG00000095996,343070,100041253
PRAMEF9,Pramel26,ENSG00000281573,ENSMUSG00000059218,343070,381569
PRAMEF9,Pramel11,ENSG00000281573,ENSMUSG00000078512,343070,195555
PRAMEF9,Pramel50,ENSG00000204505,ENSMUSG00000096139,343070,666203
PRAMEF9,Pramel49,ENSG00000281573,ENSMUSG00000094043,343070,-1
PRAMEF9,Pramel15,ENSG00000204505,ENSMUSG00000073721,343070,627009
PRAMEF9,Pramel38,ENSG00000283139,ENSMUSG00000096259,343070,-1
PRAMEF9,Pramel14,ENSG00000204505,ENSMUSG00000078509,343070,626943
PRAMEF9,Oog3,ENSG00000283139,ENSMUSG00000050810,343070,100012
PRAMEF9,Pramel18,ENSG00000282298,ENSMUSG00000037028,343070,381535
PRAMEF9,Gm2042,ENSG00000281573,ENSMUSG00000096276,343070,100039087
PRAMEF9,Pramel13,ENSG00000282298,ENSMUSG00000028591,343070,77632
PRAMEF9,Gm2042,ENSG00000283139,ENSMUSG00000096276,343070,100039087
PRAMEF9,Pramel38,ENSG00000281573,ENSMUSG00000096259,343070,-1
PRAMEF9,Gm3183,ENSG00000281573,ENSMUSG00000095954,343070,-1
PRAMEF9,Gm3286,ENSG00000282298,ENSMUSG00000079423,343070,100041354
PRAMEF9,Gm2042,ENSG00000204505,ENSMUSG00000096276,343070,100039087
PRAMEF9,Oog3,ENSG00000281573,ENSMUSG00000050810,343070,100012
PRAMEF9,Pramel50,ENSG00000283139,ENSMUSG00000096139,343070,666203
PRAMEF9,Pramel4,ENSG00000282298,ENSMUSG00000073724,343070,347710
PRAMEF9,Oog4,ENSG00000204505,ENSMUSG00000047799,343070,242737
PRAMEF9,Pramel16,ENSG00000204505,ENSMUSG00000078511,343070,329984
PRAMEF9,Pramel16,ENSG00000283139,ENSMUSG00000078511,343070,329984
PRAMEF9,Pramel32,ENSG00000204505,ENSMUSG00000038330,343070,381590
PRAMEF9,E330014E10Rik,ENSG00000283139,ENSMUSG00000072813,343070,665943
PRAMEF9,Pramel36,ENSG00000283139,ENSMUSG00000096230,343070,-1
PRAMEF9,Pramel45,ENSG00000281573,ENSMUSG00000092166,343070,108168684
PRAMEF9,Pramel23,ENSG00000283139,ENSMUSG00000070617,343070,277667
PRAMEF9,Pramel51,ENSG00000204505,ENSMUSG00000066027,343070,100039315
PRAMEF9,Oog4,ENSG00000281573,ENSMUSG00000047799,343070,242737
PRAMEF9,Pramel15,ENSG00000281573,ENSMUSG00000073721,343070,627009
PRAMEF9,Pramel7,ENSG00000204505,ENSMUSG00000025839,343070,347712
PRAMEF9,Gm13102,ENSG00000283139,ENSMUSG00000073723,343070,100041077
PRAMEF9,Pramel45,ENSG00000282298,ENSMUSG00000092166,343070,108168684
PRAMEF9,Oog4,ENSG00000283139,ENSMUSG00000047799,343070,242737
PRAMEF9,Pramel5,ENSG00000283139,ENSMUSG00000036749,343070,384077
PRAMEF9,Pramel45,ENSG00000281573,ENSMUSG00000092166,343070,108169098
PRAMEF9,Gm7982,ENSG00000283139,ENSMUSG00000072814,343070,-1
PRAMEF9,Pramel5,ENSG00000282298,ENSMUSG00000036749,343070,384077
PRAMEF9,Pramel35,ENSG00000204505,ENSMUSG00000107392,343070,-1
PRAMEF9,Pramel49,ENSG00000282298,ENSMUSG00000094043,343070,-1
PRAMEF9,Pramel31,ENSG00000281573,ENSMUSG00000070619,343070,433779
PRAMEF9,Pramel35,ENSG00000281573,ENSMUSG00000107392,343070,-1
PRAMEF9,E330014E10Rik,ENSG00000282298,ENSMUSG00000072813,343070,665943
PRAMEF9,Pramel30,ENSG00000282298,ENSMUSG00000078508,343070,626995
PRAMEF9,Gm12789,ENSG00000281573,ENSMUSG00000078625,343070,381536
PRAMEF9,Pramel42,ENSG00000282298,ENSMUSG00000095074,343070,100041102
PRAMEF9,Pramel42,ENSG00000204505,ENSMUSG00000095074,343070,100041102
PRAMEF9,Pramel1,ENSG00000283139,ENSMUSG00000041805,343070,83491
PRAMEF9,Gm6205,ENSG00000281573,ENSMUSG00000092073,343070,-1
PRAMEF9,Oog1,ENSG00000281573,ENSMUSG00000096576,343070,193322
PRAMEF9,Pramel17,ENSG00000282298,ENSMUSG00000035201,343070,545662
PRAMEF9,Pramel14,ENSG00000283139,ENSMUSG00000078509,343070,626943
PRAMEF9,Pramel12,ENSG00000204505,ENSMUSG00000046862,343070,242736
PRAMEF9,Pramel6,ENSG00000281573,ENSMUSG00000025838,343070,347711
PRAMEF9,Pramel43,ENSG00000282298,ENSMUSG00000095503,343070,-1
PRAMEF9,Pramel4,ENSG00000204505,ENSMUSG00000073724,343070,347710
PRAMEF9,Pramel42,ENSG00000281573,ENSMUSG00000095074,343070,100041102
PRAMEF9,Pramel41,ENSG00000204505,ENSMUSG00000074011,343070,100862180
PRAMEF9,Gm3183,ENSG00000283139,ENSMUSG00000095954,343070,-1
PRAMEF9,Pramel5,ENSG00000281573,ENSMUSG00000036749,343070,384077
PRAMEF9,Pramel1,ENSG00000204505,ENSMUSG00000041805,343070,83491
PRAMEF9,Gm13102,ENSG00000281573,ENSMUSG00000073723,343070,100041077
PRAMEF9,Pramel30,ENSG00000283139,ENSMUSG00000078508,343070,626995
PRAMEF9,Pramel13,ENSG00000283139,ENSMUSG00000028591,343070,77632
PRAMEF9,Pramel45,ENSG00000281573,ENSMUSG00000092166,343070,108169100
PRAMEF9,Pramel43,ENSG00000283139,ENSMUSG00000095503,343070,-1
PRAMEF9,Gm12789,ENSG00000204505,ENSMUSG00000078625,343070,381536
PRAMEF9,Pramel27,ENSG00000282298,ENSMUSG00000029451,343070,194225
PRAMEF9,Gm12789,ENSG00000283139,ENSMUSG00000078625,343070,381536
PRAMEF9,Pramel12,ENSG00000281573,ENSMUSG00000046862,343070,242736
PRAMEF9,Pramel12,ENSG00000282298,ENSMUSG00000046862,343070,242736
PRAMEF9,Pramel11,ENSG00000204505,ENSMUSG00000078512,343070,195555
PRAMEF9,Pramel40,ENSG00000281573,ENSMUSG00000095718,343070,624421
PRAMEF9,Pramel25,ENSG00000283139,ENSMUSG00000066031,343070,194227
PRAMEF9,Pramel25,ENSG00000281573,ENSMUSG00000066031,343070,194227
PRAMEF9,Pramel40,ENSG00000204505,ENSMUSG00000095718,343070,624421
PRAMEF9,Pramel42,ENSG00000283139,ENSMUSG00000095074,343070,100041102
PRAMEF9,Pramel30,ENSG00000281573,ENSMUSG00000078508,343070,626995
PRAMEF9,Pramel25,ENSG00000282298,ENSMUSG00000066031,343070,194227
PRAMEF9,Gm6367,ENSG00000281573,ENSMUSG00000096742,343070,622894
PRAMEF9,Pramel7,ENSG00000281573,ENSMUSG00000025839,343070,347712
PRAMEF9,Pramel7,ENSG00000282298,ENSMUSG00000025839,343070,347712
PRAMEF9,Pramel40,ENSG00000282298,ENSMUSG00000095718,343070,624421
PRAMEF9,Pramel25,ENSG00000204505,ENSMUSG00000066031,343070,194227
PRAMEF9,Pramel24,ENSG00000283139,ENSMUSG00000046435,343070,277666
PRAMEF9,Pramel29,ENSG00000283139,ENSMUSG00000046262,343070,97187
PRAMEF9,Gm3286,ENSG00000204505,ENSMUSG00000079423,343070,100041354
PRAMEF9,AA792892,ENSG00000204505,ENSMUSG00000073497,343070,100554
PRAMEF9,Pramel30,ENSG00000204505,ENSMUSG00000078508,343070,626995
PRAMEF9,Gm13057,ENSG00000281573,ENSMUSG00000096154,343070,100040861
PRAMEF9,Gm13043,ENSG00000204505,ENSMUSG00000095409,343070,545693
PRAMEF9,Gm13057,ENSG00000282298,ENSMUSG00000096154,343070,100040861
PRAMEF9,Gm16513,ENSG00000283139,ENSMUSG00000095996,343070,100041253
PRAMEF9,Pramel28,ENSG00000283139,ENSMUSG00000078510,343070,-1
PRAMEF9,Pramel18,ENSG00000281573,ENSMUSG00000037028,343070,381535
PRAMEF9,Pramel24,ENSG00000282298,ENSMUSG00000046435,343070,277666
PRAMEF9,Oog2,ENSG00000204505,ENSMUSG00000066030,343070,381570
PRAMEF9,Gm13057,ENSG00000283139,ENSMUSG00000096154,343070,100040861
PRAMEF9,Pramel11,ENSG00000283139,ENSMUSG00000078512,343070,195555
PRAMEF9,Pramel32,ENSG00000282298,ENSMUSG00000038330,343070,381590
PRAMEF9,Pramel23,ENSG00000282298,ENSMUSG00000070617,343070,277667
PRAMEF9,Gm13040,ENSG00000282298,ENSMUSG00000070616,343070,100040854
PRAMEF9,Pramel23,ENSG00000281573,ENSMUSG00000070617,343070,277667
PRAMEF9,Pramel14,ENSG00000282298,ENSMUSG00000078509,343070,626943
PRAMEF9,Oog3,ENSG00000204505,ENSMUSG00000050810,343070,100012
PRAMEF9,Pramel22,ENSG00000204505,ENSMUSG00000078513,343070,277668
PRAMEF9,Pramel29,ENSG00000204505,ENSMUSG00000046262,343070,97187
PRAMEF9,Pramel28,ENSG00000282298,ENSMUSG00000078510,343070,-1
PRAMEF9,Gm13043,ENSG00000281573,ENSMUSG00000095409,343070,545693
PRAMEF9,Pramel32,ENSG00000281573,ENSMUSG00000038330,343070,381590
PRAMEF9,Gm6205,ENSG00000204505,ENSMUSG00000092073,343070,-1
PRAMEF9,Pramel46,ENSG00000281573,ENSMUSG00000096066,343070,-1
PRAMEF9,Pramel24,ENSG00000204505,ENSMUSG00000046435,343070,277666
PRAMEF9,Pramel27,ENSG00000204505,ENSMUSG00000029451,343070,194225
PRAMEF9,C130073F10Rik,ENSG00000281573,ENSMUSG00000046133,343070,242574
PRAMEF9,Oog2,ENSG00000283139,ENSMUSG00000066030,343070,381570
PRAMEF9,Pramel20,ENSG00000282298,ENSMUSG00000070618,343070,329986
PRAMEF9,Pramel28,ENSG00000204505,ENSMUSG00000078510,343070,-1
PRAMEF9,Gm3183,ENSG00000204505,ENSMUSG00000095954,343070,-1
PRAMEF9,Gm13057,ENSG00000204505,ENSMUSG00000096154,343070,100040861
PRAMEF9,Pramel15,ENSG00000282298,ENSMUSG00000073721,343070,627009
PRAMEF9,Pramel33,ENSG00000204505,ENSMUSG00000096044,343070,100040885
PRAMEF9,Gm13043,ENSG00000283139,ENSMUSG00000095409,343070,545693
PRAMEF9,Pramel6,ENSG00000204505,ENSMUSG00000025838,343070,347711
PRAMEF9,C130073F10Rik,ENSG00000283139,ENSMUSG00000046133,343070,242574
PRAMEF9,Oog2,ENSG00000282298,ENSMUSG00000066030,343070,381570
PRAMEF9,Gm13040,ENSG00000283139,ENSMUSG00000070616,343070,100040854
PRAMEF9,Gm12789,ENSG00000282298,ENSMUSG00000078625,343070,381536
PRAMEF9,Pramel50,ENSG00000282298,ENSMUSG00000096139,343070,666203
PRAMEF9,Gm12790,ENSG00000281573,ENSMUSG00000078626,343070,115489970
PRAMEF9,Pramel17,ENSG00000204505,ENSMUSG00000035201,343070,545662
PRAMEF9,Gm12790,ENSG00000283139,ENSMUSG00000078626,343070,115489970
PRAMEF9,Pramel12,ENSG00000283139,ENSMUSG00000046862,343070,242736
PRAMEF9,Pramel45,ENSG00000281573,ENSMUSG00000092166,343070,108169101
PRAMEF9,Oog1,ENSG00000204505,ENSMUSG00000096576,343070,193322
PRAMEF9,Pramel31,ENSG00000283139,ENSMUSG00000070619,343070,433779
PRAMEF9,Gm13043,ENSG00000282298,ENSMUSG00000095409,343070,545693
PRAMEF9,Pramel16,ENSG00000281573,ENSMUSG00000078511,343070,329984
PRAMEF9,E330014E10Rik,ENSG00000204505,ENSMUSG00000072813,343070,665943
PRAMEF9,Pramel20,ENSG00000281573,ENSMUSG00000070618,343070,329986
PRAMEF9,Pramel31,ENSG00000282298,ENSMUSG00000070619,343070,433779
PRAMEF9,C130073F10Rik,ENSG00000282298,ENSMUSG00000046133,343070,242574
PRAMEF9,Pramel51,ENSG00000283139,ENSMUSG00000066027,343070,100039315
PRAMEF9,Pramel1,ENSG00000282298,ENSMUSG00000041805,343070,83491
PRAMEF9,Pramel31,ENSG00000204505,ENSMUSG00000070619,343070,433779
PRAMEF9,Pramel5,ENSG00000204505,ENSMUSG00000036749,343070,384077
PRAMEF9,Pramel45,ENSG00000282298,ENSMUSG00000092166,343070,108169098
PRAMEF9,Pramel19,ENSG00000283139,ENSMUSG00000070890,343070,332923
PRAMEF9,Pramel45,ENSG00000204505,ENSMUSG00000092166,343070,108168684
PRAMEF9,Pramel32,ENSG00000283139,ENSMUSG00000038330,343070,381590
PRAMEF9,Pramel36,ENSG00000281573,ENSMUSG00000096230,343070,-1
PRAMEF9,Pramel39,ENSG00000204505,ENSMUSG00000094560,343070,331195
PRAMEF9,Oog4,ENSG00000282298,ENSMUSG00000047799,343070,242737
PRAMEF9,Pramel13,ENSG00000281573,ENSMUSG00000028591,343070,77632
PRAMEF9,Pramel39,ENSG00000282298,ENSMUSG00000094560,343070,331195
PRAMEF9,Oog3,ENSG00000282298,ENSMUSG00000050810,343070,100012
PRAMEF9,Gm6351,ENSG00000204505,ENSMUSG00000072821,343070,-1
PRAMEF9,Pramel46,ENSG00000204505,ENSMUSG00000096066,343070,-1
PRAMEF9,Pramel49,ENSG00000283139,ENSMUSG00000094043,343070,-1
PRAMEF9,Pramel45,ENSG00000204505,ENSMUSG00000092166,343070,108169100
PRAMEF9,Gm12790,ENSG00000282298,ENSMUSG00000078626,343070,115489970
PRAMEF9,Pramel50,ENSG00000281573,ENSMUSG00000096139,343070,666203
PRAMEF9,Pramel22,ENSG00000283139,ENSMUSG00000078513,343070,277668
PRAMEF9,Pramel44,ENSG00000204505,ENSMUSG00000094195,343070,108169097
PRAMEF9,Pramel34,ENSG00000281573,ENSMUSG00000070686,343070,381654
PRAMEF9,Pramel48,ENSG00000204505,ENSMUSG00000070677,343070,320549
PRAMEF9,Pramel39,ENSG00000283139,ENSMUSG00000094560,343070,331195
PRAMEF9,Gm7982,ENSG00000281573,ENSMUSG00000072814,343070,-1
PRAMEF9,Pramel44,ENSG00000281573,ENSMUSG00000094195,343070,108169097
PRAMEF9,Pramel48,ENSG00000281573,ENSMUSG00000070677,343070,320549
PRAMEF9,Pramel7,ENSG00000283139,ENSMUSG00000025839,343070,347712
PRAMEF9,Pramel1,ENSG00000281573,ENSMUSG00000041805,343070,83491
PRAMEF9,Pramel13,ENSG00000204505,ENSMUSG00000028591,343070,77632
PRAMEF9,Pramel34,ENSG00000283139,ENSMUSG00000070686,343070,381654
PRAMEF9,Pramel47,ENSG00000281573,ENSMUSG00000079424,343070,100041296
PRAMEF9,Pramel19,ENSG00000282298,ENSMUSG00000070890,343070,332923
PRAMEF9,Pramel16,ENSG00000282298,ENSMUSG00000078511,343070,329984
PRAMEF9,Gm3286,ENSG00000281573,ENSMUSG00000079423,343070,100041354
PRAMEF9,Pramel45,ENSG00000204505,ENSMUSG00000092166,343070,108169101
PRAMEF9,Gm3183,ENSG00000282298,ENSMUSG00000095954,343070,-1
PRAMEF9,Pramel34,ENSG00000204505,ENSMUSG00000070686,343070,381654
PRAMEF9,Gm3286,ENSG00000283139,ENSMUSG00000079423,343070,100041354
PRAMEF9,Pramel36,ENSG00000282298,ENSMUSG00000096230,343070,-1
PRAMEF9,Pramel24,ENSG00000281573,ENSMUSG00000046435,343070,277666
PRAMEF9,Pramel44,ENSG00000283139,ENSMUSG00000094195,343070,108169097
PRAMEF9,Gm6351,ENSG00000281573,ENSMUSG00000072821,343070,-1
PRAMEF9,Pramel41,ENSG00000281573,ENSMUSG00000074011,343070,100862180
PRAMEF9,Pramel36,ENSG00000204505,ENSMUSG00000096230,343070,-1
PRAMEF9,Pramel45,ENSG00000283139,ENSMUSG00000092166,343070,108169098
PRAMEF9,Pramel49,ENSG00000204505,ENSMUSG00000094043,343070,-1
PRAMEF9,Gm13040,ENSG00000281573,ENSMUSG00000070616,343070,100040854
PRAMEF9,Pramel27,ENSG00000283139,ENSMUSG00000029451,343070,194225
PRAMEF9,Pramel23,ENSG00000204505,ENSMUSG00000070617,343070,277667
PRAMEF9,Pramel38,ENSG00000282298,ENSMUSG00000096259,343070,-1
PRAMEF9,Oog1,ENSG00000282298,ENSMUSG00000096576,343070,193322
PRAMEF9,Pramel37,ENSG00000281573,ENSMUSG00000072822,343070,381724
PRAMEF9,Pramel48,ENSG00000282298,ENSMUSG00000070677,343070,320549
PRAMEF9,Pramel45,ENSG00000282298,ENSMUSG00000092166,343070,108169100
PRAMEF9,Pramel44,ENSG00000282298,ENSMUSG00000094195,343070,108169097
PRAMEF9,Pramel39,ENSG00000281573,ENSMUSG00000094560,343070,331195
PRAMEF9,Pramel27,ENSG00000281573,ENSMUSG00000029451,343070,194225
PRAMEF9,Gm6351,ENSG00000282298,ENSMUSG00000072821,343070,-1
PRAMEF9,Pramel38,ENSG00000204505,ENSMUSG00000096259,343070,-1
PRAMEF9,Pramel6,ENSG00000283139,ENSMUSG00000025838,343070,347711
PRAMEF9,Gm6205,ENSG00000282298,ENSMUSG00000092073,343070,-1
PRAMEF9,Pramel29,ENSG00000282298,ENSMUSG00000046262,343070,97187
PRAMEF9,Gm7982,ENSG00000204505,ENSMUSG00000072814,343070,-1
PRAMEF9,Gm6351,ENSG00000283139,ENSMUSG00000072821,343070,-1
PRAMEF9,Pramel37,ENSG00000282298,ENSMUSG00000072822,343070,381724
PRAMEF9,Pramel4,ENSG00000283139,ENSMUSG00000073724,343070,347710
PRAMEF9,Gm12790,ENSG00000204505,ENSMUSG00000078626,343070,115489970
PRAMEF9,Pramel19,ENSG00000281573,ENSMUSG00000070890,343070,332923
PRAMEF9,Pramel14,ENSG00000281573,ENSMUSG00000078509,343070,626943
PRAMEF9,Pramel43,ENSG00000204505,ENSMUSG00000095503,343070,-1
PRAMEF9,Pramel47,ENSG00000204505,ENSMUSG00000079424,343070,100041296
PRAMEF9,Gm13102,ENSG00000204505,ENSMUSG00000073723,343070,100041077
PRAMEF9,Gm7982,ENSG00000282298,ENSMUSG00000072814,343070,-1
PRAMEF9,Pramel17,ENSG00000283139,ENSMUSG00000035201,343070,545662
PRAMEF9,Pramel35,ENSG00000283139,ENSMUSG00000107392,343070,-1
PRAMEF9,Pramel35,ENSG00000282298,ENSMUSG00000107392,343070,-1
PRAMEF9,Pramel37,ENSG00000204505,ENSMUSG00000072822,343070,381724
PRAMEF9,Pramel20,ENSG00000204505,ENSMUSG00000070618,343070,329986
PRAMEF9,Pramel43,ENSG00000281573,ENSMUSG00000095503,343070,-1
PRAMEF9,Pramel41,ENSG00000282298,ENSMUSG00000074011,343070,100862180
PRAMEF9,Gm13040,ENSG00000204505,ENSMUSG00000070616,343070,100040854
PRAMEF9,Pramel33,ENSG00000282298,ENSMUSG00000096044,343070,100040885
PRAMEF9,Gm6367,ENSG00000283139,ENSMUSG00000096742,343070,622894
PRAMEF9,Pramel45,ENSG00000283139,ENSMUSG00000092166,343070,108168684
PRAMEF9,Pramel4,ENSG00000281573,ENSMUSG00000073724,343070,347710
